iter	MultiClass
402	0.05892246695
403	0.05871891278
404	0.05865945146
405	0.05859748916
406	0.05840487196
407	0.05810524982
408	0.057494897
409	0.05729375969
410	0.0570931974
411	0.05703593192
412	0.05687974521
413	0.05673623626
414	0.05653517521
415	0.05648483115
416	0.056388267
417	0.05632308679
418	0.05628337656
419	0.05594392946
420	0.05575294969
421	0.05568583633
422	0.05516609831
423	0.05487794446
424	0.05472941988
425	0.05469399383
426	0.05438743208
427	0.05430081263
428	0.0541518961
429	0.05400132639
430	0.05381286453
431	0.05365727789
432	0.05336787435
433	0.05323079234
434	0.05306829795
435	0.05273367511
436	0.05265306082
437	0.05249558771
438	0.05236139182
439	0.05222607253
440	0.05209663365
441	0.05200494062
442	0.05196230494
443	0.05187032554
444	0.05183128505
445	0.05175089404
446	0.05163575297
447	0.05159099043
448	0.05143343871
449	0.0513062072
450	0.05120622668
451	0.05116885508
452	0.05095623665
453	0.05090198629
454	0.05076389637
455	0.05066551428
456	0.05050046913
457	0.05046511394
458	0.05030859665
459	0.05019863445
460	0.0499187787
461	0.04981544213
462	0.04977486723
463	0.04971745237
464	0.04965221487
465	0.04958213189
466	0.04945764547
467	0.04932431806
468	0.04912834662
469	0.04892538878
470	0.04850475495
471	0.04823424362
472	0.04813967957
473	0.04809566663
474	0.04793824683
475	0.04788490687
476	0.04780319279
477	0.04772948234
478	0.04754659481
479	0.04750228093
480	0.04744909595
481	0.04736495498
482	0.04720676897
483	0.04708943897
484	0.04700163843
485	0.04675034945
486	0.04670435491
487	0.04663693673
488	0.04654024116
489	0.04629971451
490	0.04620979086
491	0.0460704044
492	0.04596219963
493	0.04585436978
494	0.04568692792
495	0.04554825275
496	0.04540228467
497	0.04521905803
498	0.0450890898
499	0.04495372012
500	0.04490488819
501	0.04483889051
502	0.04479953678
503	0.04468468745
504	0.0444654059
505	0.0443915963
506	0.04434687884
507	0.04425134144
508	0.04415559476
509	0.04408188531
510	0.04400654954
511	0.04393079295
512	0.04388494958
513	0.04373638786
514	0.04359563337
515	0.04348628232
516	0.0433687353
517	0.04330776784
518	0.0432590376
519	0.04317923957
520	0.04315935305
521	0.04315725769
522	0.04289937121
523	0.04283390357
524	0.04273786886
525	0.04261567142
526	0.04249534705
527	0.04247592744
528	0.04244483985
529	0.04240630122
530	0.0422884381
531	0.04221625851
532	0.04215394465
533	0.04209565877
534	0.04197697067
535	0.04187179301
536	0.04171329523
537	0.04165433476
538	0.04158946067
539	0.04154386485
540	0.04148005644
541	0.04132055895
542	0.04122292375
543	0.0411818055
544	0.04095218653
545	0.04085850961
546	0.04071680566
547	0.04065729944
548	0.04058179951
549	0.04047103512
550	0.04038822703
551	0.04031183286
552	0.0402495817
553	0.04015425204
554	0.04010589657
555	0.04010257538
556	0.03999319338
557	0.03971284458
558	0.03969247126
559	0.0396232905
560	0.03953941468
561	0.03949226364
562	0.03944238717
563	0.03919515481
564	0.03907783785
565	0.03896548181
566	0.0389447752
567	0.03888593948
568	0.03883919791
569	0.03882244737
570	0.03877263111
571	0.03868459371
572	0.03859571478
573	0.03853149292
574	0.03838669005
575	0.03830598808
576	0.03819931664
577	0.03808390321
578	0.03805298697
579	0.03788576605
580	0.03773240561
581	0.03765867401
582	0.03760301474
583	0.0375771171
584	0.037525944
585	0.03739760758
586	0.0372743124
587	0.03723756703
588	0.03719506039
589	0.03710214304
590	0.03702121244
591	0.0369270674
592	0.03683094036
593	0.03676187372
594	0.03657823266
595	0.03638960589
596	0.03627088117
597	0.03623434063
598	0.03614494771
599	0.03604555195
600	0.03600316331
601	0.03596112374
602	0.03590617008
603	0.03585698318
604	0.03583952725
605	0.03581335468
606	0.03579174146
607	0.03569938733
608	0.03568681871
609	0.03560786066
610	0.03553756888
611	0.03549546064
612	0.03545259401
613	0.03542045315
614	0.03538496994
615	0.0353144739
616	0.03526837679
617	0.0352113193
618	0.03514127582
619	0.03509593156
620	0.03505606884
621	0.03502425358
622	0.03489621608
623	0.03485451021
624	0.03478832016
625	0.0347594661
626	0.03467516512
627	0.03460120638
628	0.03454275011
629	0.03446237451
630	0.03443163326
631	0.034397783
632	0.03434348527
633	0.03430826051
634	0.03423096507
635	0.03419969737
636	0.03412317125
637	0.03405548668
638	0.03397363528
639	0.03393044896
640	0.03385158994
641	0.03380038185
642	0.03359302199
643	0.03349486746
644	0.03343654244
645	0.03338294984
646	0.03335688113
647	0.03330854702
648	0.03315130828
649	0.03307585847
650	0.03303982854
651	0.03299792121
652	0.03295754462
653	0.03287403403
654	0.03276888127
655	0.03271124259
656	0.0326958477
657	0.03255300435
658	0.03252084081
659	0.03247408552
660	0.03239133291
661	0.03229931116
662	0.03226896132
663	0.03213108723
664	0.03206023872
665	0.03191949087
666	0.0318884513
667	0.03184535497
668	0.03181811378
669	0.03177491534
670	0.03173654345
671	0.03163047313
672	0.03156554429
673	0.03124853688
674	0.03123763294
675	0.0312164684
676	0.03114080753
677	0.03112155892
678	0.03083425637
679	0.03077120279
680	0.0307230403
681	0.03070023202
682	0.03064833131
683	0.03056480558
684	0.03054033989
685	0.03049789026
686	0.03045619596
687	0.03042482325
688	0.03038956673
689	0.03033398038
690	0.03032078081
691	0.03021709233
692	0.03016361769
693	0.03009069537
694	0.03006610894
695	0.03002323387
696	0.02998319753
697	0.0299429021
698	0.02991264451
699	0.02989022761
700	0.02986835198
701	0.02976557919
702	0.02974718278
703	0.02968090147
704	0.02965171266
705	0.02957948515
706	0.02955427216
707	0.02946169576
708	0.02943209436
709	0.02939937551
710	0.0293973304
711	0.02936772907
712	0.02929721246
713	0.02927461248
714	0.0292288057
715	0.02920492473
716	0.02918457134
717	0.02912362536
718	0.02908623019
719	0.02906582052
720	0.02904151885
721	0.0289867478
722	0.02896057353
723	0.02888304882
724	0.02886884786
725	0.02883271568
726	0.0287361316
727	0.02871651711
728	0.02868397229
729	0.02862797867
730	0.02861690798
731	0.02861229179
732	0.02854838992
733	0.02847514172
734	0.02845478278
735	0.02838855237
736	0.02830417423
737	0.0282873975
738	0.02816070433
739	0.02813140121
740	0.02801211898
741	0.02782850452
742	0.02780050105
743	0.0277265387
744	0.02770013213
745	0.02766723015
746	0.02753999698
747	0.02750782108
748	0.02747490706
749	0.02744631344
750	0.02739598445
751	0.02728362605
752	0.02720934536
753	0.02715685871
754	0.02710367051
755	0.02705172299
756	0.02701589601
757	0.02696627998
758	0.02693679729
759	0.02693112052
760	0.02691347714
761	0.02688599441
762	0.02686609118
763	0.02680673282
764	0.02676551049
765	0.02673183264
766	0.02667326138
767	0.02662494157
768	0.02658117749
769	0.0265682994
770	0.02652052212
771	0.0264902711
772	0.02646181143
773	0.02642187522
774	0.02638674616
775	0.0263461048
776	0.02628045123
777	0.02625745798
778	0.02617797852
779	0.02617229232
780	0.02612566781
781	0.02604965618
782	0.02603422324
783	0.02598079367
784	0.02590180428
785	0.02588684378
786	0.02573693088
787	0.02573210369
788	0.02569717492
789	0.02560766108
790	0.02555305051
791	0.02550057879
792	0.02544953901
793	0.02540315685
794	0.02538494217
795	0.02533512273
796	0.02527566537
797	0.02525673556
798	0.02523044845
799	0.02516916677
800	0.02516664251
801	0.02512014606
802	0.02508981242
803	0.02506916294
804	0.02502441744
805	0.02496853757
806	0.02492281912
807	0.02491410736
808	0.02489068403
809	0.02481313904
810	0.024786567
811	0.02474639107
812	0.02471699082
813	0.02468719092
814	0.02466684358
815	0.02459818934
816	0.02458179914
817	0.02454342815
818	0.02452151282
819	0.02448459171
820	0.02442382315
821	0.02439575144
822	0.02435673134
823	0.02434212931
824	0.02433141837
825	0.024288501
826	0.02425787544
827	0.02423919614
828	0.02418943527
829	0.02415995452
830	0.02414239566
831	0.02406347524
832	0.02399213951
833	0.02392658864
834	0.02391494307
835	0.02389351006
836	0.02382870536
837	0.02381299116
838	0.02377233478
839	0.02374740063
840	0.02371694607
841	0.02366627912
842	0.02359170413
843	0.02354313417
844	0.02345813437
845	0.02343418242
846	0.0234068445
847	0.02337551885
848	0.02337149383
849	0.0233537101
850	0.02331805177
851	0.02328107864
852	0.02326411013
853	0.02324922933
854	0.02320892922
855	0.02319017602
856	0.02312476375
857	0.0230651692
858	0.0230287953
859	0.02301245879
860	0.02299871819
861	0.02298963069
862	0.02298212567
863	0.0229347793
864	0.02288994264
865	0.02285620426
866	0.02281635947
867	0.02277831523
868	0.0227641148
869	0.0227437803
870	0.02272168336
871	0.02266560039
872	0.02256001258
873	0.02254533251
874	0.02249362402
875	0.02245473081
876	0.02241633231
877	0.02238010505
878	0.02234745312
879	0.02233192724
880	0.02228172288
881	0.02221920065
882	0.02219625959
883	0.02215187484
884	0.02214475915
885	0.02213867744
886	0.02212135283
887	0.02208723953
888	0.02206880064
889	0.02205309166
890	0.02202855098
891	0.02195841039
892	0.02193484827
893	0.02189402767
894	0.02187587775
895	0.02187200894
896	0.02183020282
897	0.02180154099
898	0.02176993488
899	0.02174979406
900	0.02169622607
901	0.02166438491
902	0.02165277694
903	0.02164619278
904	0.02163119599
905	0.02159102722
906	0.02156105869
907	0.02153253016
908	0.02152335686
909	0.02148906783
910	0.02138667966
911	0.02135780765
912	0.02134076446
913	0.0213025682
914	0.02125947529
915	0.02119584558
916	0.02117818586
917	0.02115782528
918	0.02114746299
919	0.02110928473
920	0.02107339836
921	0.02106008349
922	0.02104488859
923	0.02100750081
924	0.02096590824
925	0.02093807747
926	0.02092198138
927	0.02085674517
928	0.02082669296
929	0.02079923875
930	0.02078612947
931	0.02077181561
932	0.02073660215
933	0.02070589672
934	0.02066420335
935	0.02065206195
936	0.02059354845
937	0.02059075293
938	0.0205766651
939	0.02056020203
940	0.02053105556
941	0.02051653901
942	0.02049674588
943	0.02047131926
944	0.02045777601
945	0.02043132197
946	0.02039948258
947	0.02037911347
948	0.02035787321
949	0.02032468769
950	0.02030461503
951	0.02028977267
952	0.02027073063
953	0.02025178214
954	0.02023754939
955	0.02022613248
956	0.02020356471
957	0.02015901885
958	0.0201432908
959	0.02012684687
960	0.02011424499
961	0.0200893515
962	0.0200700408
963	0.02005993857
964	0.02005292664
965	0.01998336587
966	0.01996273936
967	0.01991395821
968	0.01989589547
969	0.01988036075
970	0.01987140485
971	0.01981936646
972	0.01978914618
973	0.01976190093
974	0.0197041985
975	0.01969741086
976	0.01966330015
977	0.01963499737
978	0.01962292902
979	0.01959883046
980	0.01956911817
981	0.01956304735
982	0.01947782588
983	0.01946755878
984	0.0194242106
985	0.01939551638
986	0.01935953354
987	0.01933581726
988	0.01932119899
989	0.01929554305
990	0.01928054023
991	0.01925595213
992	0.01923777435
993	0.01921060012
994	0.01919641876
995	0.01918603231
996	0.01915911016
997	0.01913475781
998	0.01913104516
999	0.01911019323
